label,200~Jaro-Winkler,200~BiGrams,200~TriGrams,200~Metaphone,201~Jaro-Winkler,201~BiGrams,201~TriGrams,201~Metaphone,202~Jaro-Winkler,202~BiGrams,202~TriGrams,202~Metaphone,203~Jaro-Winkler,203~BiGrams,203~TriGrams,203~Metaphone,204~Jaro-Winkler,204~BiGrams,204~TriGrams,204~Metaphone,205~Jaro-Winkler,205~BiGrams,205~TriGrams,205~Metaphone,206~PercentMatched,207~Jaro-Winkler,207~BiGrams,207~TriGrams,207~Metaphone,208~Jaro-Winkler,208~BiGrams,208~TriGrams,208~Metaphone,210~IsSameValue,211~IsSameValue,212~AreaMatching,213~AreaMatching
0,1,1,1,1,1,1,1,1,1,1,1,1,0.525396825,0.027777778,0,0.575396825,0.490079365,0.026315789,0,0.511507937,0.606944444,0.112012987,0.041666667,0.683333333,0.666666667,0.754761905,0.161111111,0.107142857,0.771111111,0.344444444,0,0,0.527777778,0,0,0.036363636,0.647751323
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.647751323
0,1,1,1,1,1,1,1,1,1,1,1,1,0.525396825,0.027777778,0,0.575396825,0.490079365,0.026315789,0,0.511507937,0.606944444,0.112012987,0.041666667,0.683333333,0.666666667,0.754761905,0.161111111,0.107142857,0.771111111,0.344444444,0,0,0.527777778,0,0,0.036363636,0.607142857
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.446428571,0,0,0,0.416666667,0.057692308,0,0.416666667,0.588789683,0.040584416,0,0.375,0,0.583333333,0.071078431,0,0.533333333,0.555555556,0,0,0,0,0,0.036363636,0.685714286
0,0.87037037,0.714285714,0.666666667,0.861111111,0.75,0.75,0.75,0.75,1,1,1,1,0.691269841,0.119949495,0,0.754166667,0.534722222,0.075,0,0.538888889,0.559656085,0.027777778,0,0.377777778,0,0.428333333,0.125,0.1,0.7,0.416666667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.441468254,0.0625,0,0.375,0.455357143,0.068181818,0,0.3625,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.354166667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.51031746,0,0,0.555555556,0.538888889,0.095454545,0,0.655555556,0.414835165,0,0,0.4375,0,0.389423077,0,0,0.5125,0,0,0,0,0,0,0.036363636,0.607142857
0,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.685714286
0,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.607142857
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.685714286
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.685714286
0,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.607142857
0,0.87037037,0.714285714,0.666666667,0.861111111,0.75,0.75,0.75,0.75,1,1,1,1,0.691269841,0.119949495,0,0.754166667,0.534722222,0.075,0,0.538888889,0.559656085,0.027777778,0,0.377777778,0,0.428333333,0.125,0.1,0.7,0.416666667,0,0,0,0,0,0.036363636,0.685714286
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.583333333,0.447916667,0,0,0.383333333,0.597222222,0,0,0.241666667,0,0.479166667,0.09375,0,0.425,0.354166667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.517604618,0.045454545,0,0.513888889,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.607142857
0,1,1,1,1,1,1,1,1,1,1,1,1,0.441468254,0.0625,0,0.375,0.455357143,0.068181818,0,0.3625,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.433333333,0.09375,0,0.416666667,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.499611191,0.058080808,0,0.675925926,0,0.241161616,0.025,0,0.277777778,0.53968254,0,0,0.511111111,0,0,0.036363636,0.75
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.583333333,0.447916667,0,0,0.383333333,0.388888889,0.03030303,0,0.361111111,0,0,0,0,0.425,0.354166667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.441468254,0.0625,0,0.375,0.455357143,0.068181818,0,0.3625,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.433333333,0.09375,0,0.416666667,0,0,0.036363636,0.607142857
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.517604618,0.045454545,0,0.513888889,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.685714286
0,0.666666667,0.666666667,0.666666667,0.666666667,,,,,,,,,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.607142857
0,1,1,1,1,1,1,1,1,1,1,1,1,0.622883598,0.097428715,0,0.648809524,0.614880952,0.100490196,0,0.580952381,0.622883598,0.097428715,0,0.648809524,0,0.614880952,0.100490196,0,0.580952381,0,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.354166667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.51031746,0,0,0.555555556,0.538888889,0.095454545,0,0.655555556,0.450892857,0.0625,0,0.3625,0,0.4375,0.057692308,0,0.433333333,0,0,0,0,0,0,0.036363636,0.685714286
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.354166667,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,1,1,1,1,1,1,1,1,0.446428571,0,0,0,0.416666667,0.057692308,0,0.416666667,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.354166667,0,0,0,0,0,0.036363636,0.749206349
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.499611191,0.058080808,0,0.675925926,0,0.241161616,0.025,0,0.277777778,0.53968254,0,0,0.511111111,0,0,0.036363636,0.607142857
0,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.685714286
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.517460317
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.499611191,0.058080808,0,0.675925926,0,0.241161616,0.025,0,0.277777778,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.515740741,0,0,0.577777778,0,0.631944444,0.133333333,0.107142857,0.65,0.555555556,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.517460317
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.517460317
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.517604618,0.045454545,0,0.513888889,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,0.87037037,0.714285714,0.666666667,0.861111111,0.75,0.75,0.75,0.75,1,1,1,1,0.691269841,0.119949495,0,0.754166667,0.534722222,0.075,0,0.538888889,0.559656085,0.027777778,0,0.377777778,0,0.428333333,0.125,0.1,0.7,0.416666667,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.525396825,0.027777778,0,0.575396825,0.490079365,0.026315789,0,0.511507937,0.606944444,0.112012987,0.041666667,0.683333333,0.666666667,0.754761905,0.161111111,0.107142857,0.771111111,0.344444444,0,0,0.527777778,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.583333333,0.447916667,0,0,0.383333333,0.388888889,0.03030303,0,0.361111111,0,0,0,0,0.425,0.354166667,0,0,0,0,0,0.036363636,0.375
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,0.602645503,0,0,0.537037037,0.644543651,0.086805556,0,0.538888889,0.591666667,0.100694444,0,0.513888889,0.066666667,0.725793651,0.138095238,0,0.666666667,0,0,0,0,0,0,0.036363636,
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.517604618,0.045454545,0,0.513888889,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0.588789683,0.040584416,0,0.375,0,0.583333333,0.071078431,0,0.533333333,0.555555556,0,0,0,0,0,0.036363636,0.56547619
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,1,1,1,1,0.375,0,0,0.458333333,0.375,0.05,0,0.458333333,0.513888889,0,0,0.3875,0,0.534722222,0.071428571,0,0.525,0,0,0,0,0,0,0.036363636,0.56547619
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.446428571,0,0,0,0.416666667,0.057692308,0,0.416666667,0.441468254,0.0625,0,0.375,0,0.455357143,0.068181818,0,0.3625,0.354166667,0,0,0,0,0,0.036363636,
0,1,1,1,1,1,1,1,1,1,1,1,1,0.446428571,0,0,0,0.416666667,0.057692308,0,0.416666667,0.588789683,0.040584416,0,0.375,0,0.583333333,0.071078431,0,0.533333333,0.555555556,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.517460317
0,1,1,1,1,1,1,1,1,1,1,1,1,0.622883598,0.097428715,0,0.648809524,0.614880952,0.100490196,0,0.580952381,0.622883598,0.097428715,0,0.648809524,0,0.614880952,0.100490196,0,0.580952381,0,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.564886965,0.106168831,0,0.794444444,0,0.497113997,0.066666667,0,0.519444444,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0
0,1,1,1,1,1,1,1,1,1,1,1,1,0.51031746,0,0,0.555555556,0.538888889,0.095454545,0,0.655555556,0.414835165,0,0,0.4375,0,0.389423077,0,0,0.5125,0,0,0,0,0,0,0.036363636,0.569444444
0,1,1,1,1,1,1,1,1,1,1,1,1,0.525396825,0.027777778,0,0.575396825,0.490079365,0.026315789,0,0.511507937,0.606944444,0.112012987,0.041666667,0.683333333,0.666666667,0.754761905,0.161111111,0.107142857,0.771111111,0.344444444,0,0,0.527777778,0,0,0.036363636,0.375
0,1,1,1,1,1,1,1,1,1,1,1,1,0.608134921,0.069444444,0,0.701388889,0.531944444,0.035714286,0,0.6,0.618350168,0.1,0.071428571,0.361111111,0,0.511994949,0.03125,0,0.572222222,0.425925926,0,0,0,0,0,0.036363636,0.375
0,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.395833333,0,0,0.458333333,0.416666667,0,0,0.354166667,0.550673401,0.045454545,0,0.611111111,0,0.470328283,0.025,0,0.533333333,0.53968254,0,0,0.511111111,0,0,0.036363636,0.375
1,1,1,1,1,1,1,1,1,1,1,1,1,0.538461538,0.122159091,0,0.470833333,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.517460317
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.375
1,1,1,1,1,1,1,1,1,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,,1,0.375
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.516666667,0.107142857,0,0.541666667,1,1,1,1,1,,1,0.375
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0.529344729,0.081439394,0,0.480555556,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.375
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,,1,0.375
1,1,1,1,1,1,1,1,1,1,1,1,1,0.45,0.107142857,0,0.5,0.511111111,0,0,0,0.914583333,0.775,0.75,0.895833333,1,0.584798535,0.127913753,0,0.603703704,1,1,1,1,1,,1,0.517460317
1,1,1,1,1,1,1,1,1,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,,,,,,,,,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.354166667,0.25,0,0.75,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,,,,,0.75,0.75,0.75,0.75,0.681051587,0.21547619,0.041666667,0.798611111,0.75,0.75,0.75,0.75,,,,,,,,,,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.529344729,0.081439394,0,0.480555556,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.588789683
1,1,1,1,1,1,1,1,1,1,1,1,1,0.410416667,0.075,0,0.425,0.658333333,0.079411765,0,0.583333333,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.705462963
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,0.66984127,0.238095238,0,0.888888889,0,1,1,1,1,0.428571429,0,0,0,,,,0.404761905
0,1,1,1,1,,,,,,,,,,,,,,,,,0.671527778,0.129945055,0,0.669047619,0,0.61183847,0.164351852,0.058823529,0.634603175,0.489177489,0,0,0.511111111,0,,0.036363636,0.255555556
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.416666667,0.25,0,0.75,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,,,,,,,,,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.354166667,0.25,0,0.75,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.583333333,0,0,0.6,0.75,0.75,0.75,0.75,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,0.622883598,0.097428715,0,0.648809524,0,0.61183847,0.164351852,0.058823529,0.634603175,1,1,1,1,1,,1,0.255555556
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,0.914583333,0.775,0.75,0.895833333,0.6,0.791666667,0.5,0.5,0.5,1,1,1,1,1,,1,0.507631258
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.529344729,0.081439394,0,0.480555556,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.588789683
1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,0.507936508,0,0,0,1,,0.190909091,0.588789683
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0,0.333333333,0,1,1,1,1,1,1,,1,0.507631258
1,1,1,1,1,1,1,1,1,1,1,1,1,0.523148148,0.020833333,0,0.537698413,0.479166667,0,0,0.425,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0.481481481,0,0,0.722222222,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.642768959,0.195767196,0,0.833333333,0.75,0.75,0.75,0.75,1,1,1,1,0,0.361111111,0.25,0,0.75,0.317460317,0,0,0.511111111,0,,0.036363636,0.530092593
1,1,1,1,1,1,1,1,1,1,1,1,1,0.479166667,0.115384615,0.0625,0.525,0.881196581,0.536796537,0.474747475,0.886111111,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.404761905
0,1,1,1,1,1,1,1,1,1,1,1,1,0.834920635,0.514705882,0.5,0.902777778,0.752777778,0.325,0.125,0.638888889,0.498015873,0.25,0.140625,0.604166667,0.533333333,0.567124542,0.151923077,0.061188811,0.638888889,0.446428571,0,0,0.391666667,0,,0.036363636,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.523148148,0.020833333,0,0.537698413,0.479166667,0,0,0.425,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.416666667,0.25,0,0.75,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.66984127,0.238095238,0,0.888888889,1,1,1,1,1,1,1,1,1,0.416666667,0.25,0,0.75,0.428571429,0,0,0,,,,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.529344729,0.081439394,0,0.480555556,1,1,1,1,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.404761905
1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,1,0.523148148,0.020833333,0,0.537698413,0.479166667,0,0,0.425,,,,,,,,,,0.348214286,0,0,0,1,,0.190909091,0.588789683
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.516666667,0.107142857,0,0.541666667,1,1,1,1,1,,1,0.404761905
1,1,1,1,1,1,1,1,1,1,1,1,1,0.616931217,0.158730159,0,0.759259259,0.75,0.75,0.75,0.75,1,1,1,1,1,0.516666667,0.107142857,0,0.541666667,1,1,1,1,1,,1,0.404761905
